File name	Work ID	Wikipedia link	Full Sanskrit title	Paired Sanskrit English Delivered	Aligned lines	Alignment quality	Source/copyright Sanskrit	source/copyright English	Editor 	Author(s)	Translator (if available)	not before	not after	length (tokens)	Note	Translation available	PDF on Google Drive	Translation details (if no PDF available)	assigned	completed
SA_T01_n823u	T01n823u		Potalakāṣṭaka											41.00						
SA_T01_n824u	T01n824u		Rakṣākāla(kara)stava											162.00						
SA_T01_n825u	T01n825u		Ratnamālāstotra											261.00						
SA_T01_n826u	T01n826u		Rūpastava											162.00						
SA_T01_n827u	T01n827u		Ṣaḍgatistotra											60.00						
SA_T01_n828u	T01n828u		Saptākṣarastotra											61.00						
SA_T01_n829u	T01n829u		Saptavidhānuttarastotra											135.00						
SA_T01_n830u	T01n830u		Śāradāṣṭakastotra											101.00						
SA_T01_n831u	T01n831u		Vāgvāṇīstotra											107.00						
SA_T01_n832u	T01n832u		Daśabhūmīśvaro nāma mahāyānasūtraratnarājastotra											517.00						
SA_T01_n833u	T01n833u		Caityavandanāstotra											113.00						
SA_T01_n834u	T01n834u		Vidyākṣarastotra											56.00						
SA_T01_n835u	T01n835u		Cakrasaṃvarastuti											172.00						
SA_T01_n836u	T01n836u		Catuḥṣaṣṭisaṃvarastotra											648.00						
SA_T01_n837u	T01n837u		Pīṭhastava											503.00						
SA_T01_n838u	T01n838u		Ṣaṭtriṃśatsaṃvarastuti											230.00						
SA_T01_n839u	T01n839u		Vasantatilakāstuti											24.00						
SA_T01_n840u	T01n840u		Dharmadhātunāmastava											62.00						
SA_T01_n841u	T01n841u		Pañcākṣarastotra											69.00						
SA_T01_n842u	T01n842u		Buddhagaṇḍīstava											570.00						
SA_T01_n843u	T01n843u		Gaṇḍīstava											650.00						
SA_T01_n844u	T01n844u		Gaṇeśastotra											125.00						
SA_T01_n845u	T01n845u		Hāratīstotra											112.00						
SA_T01_n850u	T01n850u		Mahācakravartināmāṣṭottaraśatastotra											175.00						
SA_T01_n851u	T01n851u		Mahākālastotra											96.00						
SA_T01_n852u	T01n852u		Vajramahākālastotra											210.00						
SA_T01_n853u	T01n853u		Mañjuśrīnāmāṣṭottaraśatakastotra [Āryamañjuśrīnāmāṣṭottaraśatakastotra]											141.00						
SA_T01_n854u	T01n854u		Mañjuśrīstotra											77.00						
SA_T01_n855u	T01n855u		Guhyeśvarīstotra											100.00						
SA_T01_n856u	T01n856u		Nairātmāṣṭakastotra											64.00						
SA_T01_n857u	T01n857u		Pañcatathāgatastotra											68.00						
SA_T01_n858u	T01n858u		Pañcatathāgatastutigāthā											54.00						
SA_T01_n859u	T01n859u		Sragdharāpañcakastotra											99.00						
SA_T01_n861u	T01n861u		Pañcarakṣādevīstotrāṇi											220.00						
SA_T01_n862u	T01n862u		Pratisarāstotra											199.00						
SA_T01_n867u	T01n867u		Bhaktiśataka											1,714.00						
SA_T01_n868u	T01n868u		Buddhabhaṭṭārakastotra											166.00						
SA_T01_n869u	T01n869u		Buddhagadyaya [Buddhagajjaya]											205.00						
SA_T01_n870u	T01n870u		Buddhastotra											137.00						
SA_T01_n871u	T01n871u		Nāmāṣṭaśatakaya											175.00						
SA_T01_n872u	T01n872u		Śākyasiṃhastotra: brahmaṇā kṛtam											108.00						
SA_T01_n873u	T01n873u		Śākyasiṃhastotra: chando'mṛtoddhṛtam											80.00						
SA_T01_n875u	T01n875u		Śākyasiṃhastotra: navagrahakṛtam											86.00						
SA_T01_n876u	T01n876u		Śākyasiṃhastotra: śaṅkarakṛtam											94.00						
SA_T01_n877u	T01n877u		Śākyasiṃhastotra: surapatikṛtam											183.00						
SA_T01_n878u	T01n878u		Śākyasiṃhastotra: viṣṇukṛtam											152.00						
SA_T01_n879u	T01n879u		Śākyasiṃhastotra: yaśodharākṛtam											163.00						
SA_T01_n880u	T01n880u		Sattvārādhanagāthā											215.00						
SA_T01_n881u	T01n881u		Suprabhātastotra											328.00						
SA_T01_n882u	T01n882u		Saptabuddhastotra											174.00						
SA_T01_n883u	T01n883u		Saptajinastava											92.00						
SA_T01_n885u	T01n885u		Kamalākarasarvatathāgatastotra											321.00						
SA_T01_n886u	T01n886u		Ṣaḍabhijñastotra											60.00						
SA_T01_n887u	T01n887u		Kalyāṇapañcaviṃśatistotra											0.00						
SA_T01_n888u	T01n888u		Maṅgalaṣoḍaśastuti											166.00						
SA_T01_n889u	T01n889u		Mañjuvajrastotra											103.00						
SA_T01_n890u	T01n890u		Svayaṃbhūstava											134.00						
SA_T01_n891u	T01n891u		Svayambhūstotra											50.00						
SA_T01_n892u	T01n892u		Gururatnatrayastotra											116.00						
SA_T01_n893u	T01n893u		Caṇḍikādaṇḍakastotra											226.00						
SA_T01_n894u	T01n894u		Mahogratārāṣṭakastotra											168.00						
SA_T01_n895u	T01n895u		Mahogratārāstuti											170.00						
SA_T01_n896u	T01n896u		Dharmadhātuvāgīśvaramaṇḍalastotra											407.00						
SA_T01_n897u	T01n897u		Vāgīśvaravarṇanāstotra											73.00						
SA_T01_n898u	T01n898u		Vajrapāṇināmāṣṭottaraśatastotra											177.00						
SA_T01_n899u	T01n899u		Mahābodhibhaṭṭārakastotra											85.00						
SA_T01_n900u	T01n900u		Mahābodhivandanāṣṭaka											79.00						
SA_T01_n901u	T01n901u		Māravijayastotra											133.00						
SA_T01_n902u	T01n902u		Vajrasattvastotra											88.00						
SA_T01_n903u	T01n903u		Vajrasattvastuti											42.00						
SA_T01_n904u	T01n904u		Kalyāṇatriṃśatikāstotra											295.00						
SA_T01_n905u	T01n905u		Vajradevīstotra											170.00						
SA_T01_n906u	T01n906u		Vajravilāsinīsādhanāstava											55.00						
SA_T01_n907u	T01n907u		Vajravilāsinīstotra											198.00						
SA_T01_n908u	T01n908u		Vajrayoginīpraṇāmaikaviśikā											145.00						
SA_T01_n909u	T01n909u		Vajrayoginyāḥ piṇḍārthastutiḥ											152.00						
SA_T01_n910u	T01n910u		Vajrayoginyāḥ stutipraṇidhānam											251.00						
SA_T01_n911u	T01n911u		Vasudhārānāmadhāraṇīstotra											199.00						
SA_T01_n912u	T01n912u		Vasudhārāstotra											52.00						
SA_T01_nagast_u	T01nagast_u		Acintyastava							Nāgārjuna				696.00						
SA_T01_naglok_u	T01naglok_u		Lokātītastava							Nāgārjuna				331.00						
SA_T01_rahppspu	T01rahppspu		Prajñāpāramitāstotra							Rāhulabhadra				246.00						
SA_T01_tarasdhu	T01tarasdhu		Tārāsragdharāstotra											574.00						
SA_T02_abhnispu	T02abhnispu		Niṣpannayogāvali							Abhayākaragupta				600.00						
SA_T02_bsa005_u	T02bsa005_u		Caryāsaṅgrahapradīpa							Dīpaṃkara				223.00						
SA_T02_bsa006_u	T02bsa006_u		Cittaviśuddhiprakaraṇa							Āryadeva		170	270.0	997.00						
SA_T02_garbhasamgraha	T02garbhasamgraha		Garbhasaṃgraha							Atiśa										
SA_T02_bsa043_u	T02bsa043_u		Samādhisaṃbhāraparivarta							Atiśa Dīpaṃkaraśrījñāna				98.00						
SA_T02_bsa045_u	T02bsa045_u		Gurupañcāśikā							Aśvaghoṣa		80	150.0	468.00						
SA_T02_bsa048_u	T02bsa048_u		Caryāmelāvaṇapradīpa							Āryadeva		170	270.0	1,981.00						
SA_T02_dipguhsu	T02dipguhsu		Guhyasamājamaṇḍalavidhi							Dīpaṃkarabhadra				4,055.00						
SA_T02_khasrpsu	T02khasrpsu		Khasarpaṇasādhana											339.00						
SA_T02_mpvv_u	T02mpvv_u		Mahāpratisarāvidyāvidhi											516.00						
SA_T02_mrtvstsu	T02mrtvstsu		Mṛtyuvañcanasitatārāsādhana											108.00						
SA_T02_mrtvts_u	T02mrtvts_u		Mṛtyuvañcanatārāsādhana							Vāgīśvarakīrti				55.00						
SA_T02_mrtvutsu	T02mrtvutsu		Mṛtyuvañcanopadeśatārāsādhana							Vāgīśvarakīrti				119.00						
SA_T02_msitvatu	T02msitvatu		Mahāśītavatī vidyārājñī											597.00						
SA_T02_n1397u	T02n1397u		Guhyavajravilāsinīsādhana											1,228.00						
SA_T02_n1398u	T02n1398u		Guhyāvalī											431.00						
SA_T02_n1399u	T02n1399u		Kāṇhapādasya dohākoṣa											1,727.00						
SA_T02_n1401u	T02n1401u		Mahāmāyāsādhanopāyikā											230.00						
SA_T02_n1402u	T02n1402u		Mahāmāyātantra											5,238.00						
SA_T02_n1403u	T02n1403u		Marmakālikā											6,871.00						
SA_T02_n1413u	T02n1413u		Sarahapādasya dohākoṣa											9,013.00						
SA_T02_n1414u	T02n1414u		Śrīvajravārāhīsādhana											2,984.00						
SA_T02_n1416u	T02n1416u		Caryāgītikoṣa											892.00						
SA_T02_n1424u	T02n1424u		Śrīguhyasamājamaṇḍalavidhi											3,361.00						
SA_T02_n1426u	T02n1426u		Tattvasiddhi											2,550.00						
SA_T02_n2873u	T02n2873u		Vāṅmaṇḍalanamaskāraślokāḥ											308.00						
SA_T02_n2877u	T02n2877u		Bauddha pāribhāṣikāḥ śabdāḥ											2,478.00						
SA_T02_n2884u	T02n2884u		Samantabhadra nāma sādhana ṭīkā											1,604.00						
SA_T02_n2886u	T02n2886u		Samājasādhanavyavastholi											2,404.00						
SA_T02_n2906u	T02n2906u		Mantroddhāra											470.00						
SA_T02_n2908u	T02n2908u		Balimālikā											2,293.00						
SA_T02_n2910u	T02n2910u		Ādikarmapradīpa [Ādikarmapradīpa Bodhicaryāvatāraṭīkā]											2,200.00						
SA_T02_n2912u	T02n2912u		Prajñopāyaviniścayasiddhi											1,125.00						
SA_T02_n2914u	T02n2914u		Śrīsahajasiddhi											526.00						
SA_T02_n2918u	T02n2918u		Tattvaratnāvalī											1,098.00						
SA_T02_n2932u	T02n2932u		Adhyātmasāraśataka [Adhyātmasāraśatakasaṭīka]											1,330.00						
SA_T02_n2934u	T02n2934u		Abhayapaddhati							Abhayākaragupta				3,100.00						
SA_T02_n2946u	T02n2946u		Paribhāṣāvṛtti											18,851.00						
SA_T02_n2952u	T02n2952u		Bauddhadharme tathā purāṇeṣu karuṇā											35,044.00	skip					
SA_T02_n2955u	T02n2955u		Kriyāsaṁgrahapañjikā											1,126.00						
SA_T02_n2961u	T02n2961u		Tattvajñānasaṁsiddhi-mahāsukharakāśikā-ṭīkā											3,471.00						
SA_T02_n2963u	T02n2963u		Āryamāyājālamahātantroddhṛtamaṇḍalagāthāṭippaṇī											506.00						
SA_T02_n2965u	T02n2965u		Kālacakrāvatāra											1,882.00						
SA_T02_n2974u	T02n2974u		Munimatālaṁkāra											448.00						
SA_T02_n2982u	T02n2982u		Mañjuvajramukhyākhyāna											2,221.00						
SA_T02_n2984u	T02n2984u		Caryāsaṃgraha											11,569.00						
SA_T02_n2988u	T02n2988u		Jñānasiddhi											5,188.00						
SA_T02_n2998u	T02n2998u		Laghutantraṭīkā							Vajrapāṇi				14,329.00						
SA_T02_n3006u	T02n3006u		Boudhatantrokta Siddhauṣadhi Saṅgraha											2,062.00						
SA_T02_n3011u	T02n3011u		Laghukaumudīvyākaraṇa											15,593.00						
SA_T02_n691u	T02n691u		Cakrasaṃvaratantra Vol. 1											16,755.00						
SA_T02_n692u	T02n692u		Cakrasaṃvaratantra Vol. 2											14,156.00						
SA_T02_n798u	T02n798u		Ḍākinījālasaṃvararahasya											1,290.00						
SA_T02_n800u	T02n800u		Sekoddeśapañjikā											2,574.00	skip (84.000?)					
SA_T02_nagbhc_u	T02nagbhc_u		Bodhicittavivaraṇa							Nāgārjuna				91.00						
SA_T02_nagpancu	T02nagpancu		Pañcakrama							Nāgārjuna				2,827.00						
SA_T02_nagpindu	T02nagpindu		Piṇḍīkrama							Nāgārjuna				2,030.00						
SA_T02_nitkarpu	T02nitkarpu		Nityakarmapūjāvidhi											1,442.00						
SA_T02_psarkdhu	T02psarkdhu		Pratisarākalpadhāraṇī											319.00						
SA_T02_rabhramu	T02rabhramu		Bhramaharanāma Hevajrasādhana							Ratnākaraśānti				1,299.00						
SA_T02_sunytjsu	T02sunytjsu		Tattvajñānasaṃsiddhi [Tatvajñānasaṃsiddhi]											575.00						
SA_T02_vadhdhdu	T02vadhdhdu		Vasudhārādhāraṇī 1 [Vasudhārādhāraṇīsūtra]											2,986.00						
SA_T02_vadhdhgu	T02vadhdhgu		Vasudhārādhāraṇī 2 [Sucandragṛhapatiparipṛcchā/Sucandrāvadāna]											642.00						
SA_T02_vadhdhju	T02vadhdhju		Vasudhārādhāraṇī 3 [Vasudhārādhāraṇīsūtra]											1,238.00						
SA_T02_vamvuppu	T02vamvuppu		Mṛtyuvañcanopadeśa							Vāgīśvarakīrti				3,796.00						
SA_T03_abhisamu	T03abhisamu		Abhisamayālaṅkāranāmaprajñāpāramitopadeśaśāstra							Maitreyanātha				2,054.00						
SA_T03_bsa011_u	T03bsa011_u		Prajñāpāramitāpiṇḍārtha							Dignāga		480	540.0	483.00						
SA_T03_bsa026_u	T03bsa026_u		Abhisamayālaṅkāra											2,189.00						
SA_T03_bsa031_u	T03bsa031_u		Abhisamayālaṅkāravṛttiḥ sphuṭārthā											8,456.00						
SA_T03_bsa033_u	T03bsa033_u		Abhisamayālaṅkārāntaḥ pātināṃ											5,581.00						
SA_T03_bsa050_u	T03bsa050_u		Pāramitāsamāsa							Āryaśūra				3,806.00						
SA_T03_bsa051_u	T03bsa051_u		Sāratamā [āryāṣṭasāhasrikāyāḥ prajñāpāramitāyāḥ sāratamākhyā pañjikā]							Ratnākaraśānti				32,957.00		no				
SA_T03_kamvchtu	T03kamvchtu		Prajñāpāramitāvajracchedikāṭīkā							Kamalaśīla				14,338.00						
SA_T03_knavslou	T03knavslou		Navaślokī							Kambalapāda				143.00						
SA_T03_n1146u	T03n1146u		Abhisamayālaṃkārāloka [Abhisamayālaṅkārāloka]							Haribhadra		700	799.0	50,612.00						
SA_T03_n864u	T03n864u		Prajñāpāramitāstuti											56.00						
SA_T03_n865u	T03n865u		Ṣaṭpāramitāstotra											63.00						
SA_T04_acatstvu	T04acatstvu		Catuḥstavasamāsārtha [Catuḥstavasamārtha]							Amṛtākara				855.00						
SA_T04_bsa003_u	T04bsa003_u		Bodhicaryāvatāra [Bodhisattvacaryāvatāra]							Śāntideva		700	799.0	8,473.00						
SA_T04_bsa004_u	T04bsa004_u		Bodhipathapradīpa							Atiśa Dīpaṃkaraśrījñāna				579.00						
SA_T04_bsa008_u	T04bsa008_u		Garbhasaṅgraha											102.00						
SA_T04_bsa009_u	T04bsa009_u		Hastavālaprakaraṇavṛtti											66.00						
SA_T04_bsa012_u	T04bsa012_u		Pratītyasamutpādahṛdayakārikā							Nāgārjuna				75.00						
SA_T04_bsa013_u	T04bsa013_u		Pratītyasamutpādahṛdayavyākhyāna							Nāgārjuna				485.00						
SA_T04_bsa014_u	T04bsa014_u		Śikṣāsamuccayakārikā											219.00						
SA_T04_bsa015_u	T04bsa015_u		Suhṛllekha							Nāgārjuna				1,275.00						
SA_T04_bsa016_u	T04bsa016_u		Śūnyatāsaptati							Nāgārjuna				747.00						
SA_T04_bsa021_u	T04bsa021_u		Vigrahavyāvartanī							Nāgārjuna				799.00						
SA_T04_bsa024_u	T04bsa024_u		Satyadvayāvatāranāma							Dīpaṃkara				277.00						
SA_T04_bsa027_u	T04bsa027_u		Madhyamakaśāstra							Nāgārjuna				4,391.00						
SA_T04_bsa028_u	T04bsa028_u		Catuḥśatikā							Āryadeva		170	270.0	213.00						
SA_T04_bsa035_u	T04bsa035_u		Bodhisattvādikarmikamārgāvatāradeśanā							Atiśa Dīpaṃkaraśrījñāna				367.00						
SA_T04_bsa036_u	T04bsa036_u		Śaraṇagamanadeśanā							Atiśa Dīpaṃkaraśrījñāna				254.00						
SA_T04_bsa037_u	T04bsa037_u		Mahāyānapathasādhanasaṅgraha							Atiśa Dīpaṃkaraśrījñāna				105.00						
SA_T04_bsa038_u	T04bsa038_u		Sūtrārthasamuccayopadeśa							Atiśa Dīpaṃkaraśrījñāna				448.00						
SA_T04_bsa039_u	T04bsa039_u		Daśākuśalakarmapathadeśanā							Atiśa Dīpaṃkaraśrījñāna				189.00						
SA_T04_bsa040_u	T04bsa040_u		Cittotpādasaṃvaravidhikrama							Atiśa Dīpaṃkaraśrījñāna				667.00						
SA_T04_bsa041_u	T04bsa041_u		Āpattideśanāvidhi							Atiśa Dīpaṃkaraśrījñāna				95.00						
SA_T04_bsa042_u	T04bsa042_u		Gurukriyākrama							Atiśa Dīpaṃkaraśrījñāna				124.00						
SA_T04_bsa053_u	T04bsa053_u		Madhyamakāvatāra							Candrakīrti				4,536.00						
SA_T04_bsa054_u	T04bsa054_u		Bodhicaryāvatārapañjikā							Prajñākaramati		950	1030.0	53,262.00		no				
SA_T04_bsa058_u	T04bsa058_u		Bhavasaṅkrāntiṭīkā							Maitreyanātha				1,394.00						
SA_T04_bsu060_u	T04bsu060_u		Karmavibhaṅgopadeśa											2,340.00						
SA_T04_canprasu1	T04canprasu1		Prasannapadā [Madhyamakaśāstravṛtti] Chapter 1	yes	694	beralign very high	mitra ocr under copyright	mitra ocr under copyright	McDonald	Candrakīrti	McDonald									
SA_T04_canprasu	T04canprasu		Prasannapadā [Madhyamakaśāstravṛtti]							Candrakīrti				47,662.00	skip	yes, but of questionable quality -- skip for now?				
SA_T04_ksmadhlu	T04ksmadhlu		Madhyamakāloka							Kamalaśīla				25,133.00						
SA_T04_n1002u	T04n1002u		Hastavālaprakaraṇavṛtti											292.00						
SA_T04_n1003u	T04n1003u		Madhyamakahṛdaya							Bhāvaviveka				7,555.00		yes	yes			
SA_T04_n1047u	T04n1047u		Madhyamārthasaṃgraha											120.00						
SA_T04_n2850u	T04n2850u		Svabhāvavāda											402.00						
SA_T04_n2980u	T04n2980u		Madhyamakāvatārakārikā							Candrakīrti				3,659.00						
SA_T04_n847u	T04n847u		Madhyamakaśāstrastuti											301.00						
SA_T04_n848u	T04n848u		Niraupamyastava							Nāgārjuna				217.00						
SA_T04_n849u	T04n849u		Paramārthastava							Nāgārjuna				126.00						
SA_T04_nagmmk_u	T04nagmmk_u		Mūlamadhyamakakārikā							Nāgārjuna				5,440.00						
SA_T04_nagmyv_u	T04nagmyv_u		Mahāyānaviṃśikā [Mahāyānaviṃśati]							Nāgārjuna				266.00						
SA_T04_nagvigvu	T04nagvigvu		Vigrahavyāvartanī							Nāgārjuna				4,892.00						
SA_T04_nagvvy_u	T04nagvvy_u		Vigrahavyāvartanīkārikā							Nāgārjuna				997.00						
SA_T04_nagysk_u	T04nagysk_u		Yuktiṣaṣṭikakārikā							Nāgārjuna				134.00						
SA_T04_nagyuksu	T04nagyuksu		Yuktiṣaṣṭikārikā							Nāgārjuna				600.00						
SA_T04_santbcpu	T04santbcpu		Bodhicaryāvatāra [Bodhisattvacaryāvatāra]							Śāntideva		700	799.0	8,741.00						
SA_T04_vasbocpu	T04vasbocpu		Bodhicittotpādasūtraśāstra							Vasubandhu		350	430.0	4,795.00						
SA_T05_bsa062_u	T05bsa062_u		Śālistambakakārikā [Āryaśālistambakakārikā]							Nāgārjuna				578.00						
SA_T05_bsu027_u	T05bsu027_u		Pratītyasamutpādādivibhaṅganirdeśasūtra											334.00						
SA_T05_n1110u	T05n1110u		Bodhyāpattideśanāvṛtti							Nāgārjuna				3,327.00						
SA_T05_nagsaliu	T05nagsaliu		Śālistambakamahāyānasūtraṭīkā [Āryaśālistambakamahāyānasūtraṭīkā]							Nāgārjuna				6,562.00						
SA_T06_abhsubhu	T06abhsubhu		Abhidharmasamuccayabhāṣya											18,717.00						
SA_T06_asmahsbu	T06asmahsbu		Mahāyānasūtrālaṅkāra							Asaṅga; Maitreya; Vasubandhu				28,575.00	skip					
SA_T06_asycsaru	T06asycsaru		Śarīrārthagāthā											1,203.00						
SA_T06_bsa010_u	T06bsa010_u		Madhyāntavibhāgakārikā							Maitreya				835.00						
SA_T06_bsa017_u	T06bsa017_u		Tattvaratnāvaloka [Tattvaratnāloka]							Vāgīśvarakīrti				212.00						
SA_T06_trimsikatika	T06trimsikatika		Triṃśikāṭīkā							Vinītadeva										
SA_T06_bsa019_u	T06bsa019_u		Trisvabhāvanirdeśa							Vasubandhu		350	430.0	299.00						
SA_T06_bsa030_u	T06bsa030_u		Mahāyānasūtrālaṃkāra							Asaṅga; Maitreya				7,559.00						
SA_T06_bsa073_u	T06bsa073_u		Ratnagotravibhāga [Ratnagotravibhāga Mahāyānottaratantraśāstra, Ratnagotravibhāga-Mahāyāna-Uttaratantra, Uttaratantra]							Maitreya; Sāramati (C. Jianyi)				8,642.00						
SA_T06_n1290u	T06n1290u		Bāhyarthasiddhikārikānāma							Śubhagupta				1,606.00						
SA_T06_n1333u	T06n1333u		Cittatattvasaṅgraha											534.00						
SA_T06_n1394u	T06n1394u		Yogācārabhūmi							Asaṅga		350	380.0	21,762.00						
SA_T06_n2994u	T06n2994u		Mahāyānasaṃgraha							Asaṅga		330	405.0	5,070.00						
SA_T06_ybh-laukikamarga	T06-ybh-laukikamarga		Yogācārabhūmi: Laukikamarga	yes	217	bertalign very high	mitra ocr copyright	mitra ocr copyright	Deleanu		Deleanu									
SA_T06_sambhu	T06sambhu		Yogācārabhūmi: Samāhitā Bhūmi											9,251.00						
SA_T06_srabhu_u	T06srabhu_u		Yogācārabhūmi: Śrāvakabhūmi									200	270.0	37,234.00		no				
SA_T06_srabhusu	T06srabhusu		Yogācārabhūmi: Śrāvakabhūmi									200	270.0	35,794.00						
SA_T07_dhrmsk_u	T07dhrmsk_u		Dharmaskandha									-200	100.0	10,035.00						
SA_T07_n772u	T07n772u		Abhidharmāmṛta							Ghoṣaka		0	299.0	8,721.00						
SA_T07_n797u	T07n797u		Subodhālaṅkāra											6,683.00						
SA_T07_nagdhdbu	T07nagdhdbu		Dharmadhātugarbhavivaraṇa							Nāgārjuna				217.00						
SA_K10_udanav_u	K10udanav_u		Udānavarga											0.00						
SA_T07_vabhdicu	T07vabhdicu		Vibhāṣāprabhāvṛtti							Vimalamitra				27,153.00						
SA_T07_vabhdiku	T07vabhdiku		Abhidharmadīpakārikā							Vimalamitra				4,362.00						
SA_T07_vabhdilu	T07vabhdilu		Abhidharmadipakārikā							Vimalamitra				3,078.00						
SA_T07_yabhkvyu	T07yabhkvyu		Sphuṭārthā Abhidharmakośavyākhyā							Yaśomitra		550	600.0	160,819.00	skip					
SA_T08_jsphustu	T08jsphustu		Sphuṭārthā Śrīghanācārasaṃgrahaṭīkā							Jayarakṣita		700	799.0	8,809.00						
SA_T08_sghancsu	T08sghancsu		Śrighanācārasaṃgraha											1,850.00						
SA_T08_suvrnavu	T08suvrnavu		Suvarṇavarṇāvadāna											14,722.00						
SA_T09_ajm_u	T09ajm_u		Jātakamālā							Āryaśūra				14,683.00						
SA_T09_bsa032	T09bsa032		Jātakamālā							Āryaśūra				27,579.00		yes	yes			
SA_T09_bsu078_u	T09bsu078_u		Bodhisattvāvadānakalpalatā							Kṣemendra		900	1099.0	34,857.00	skip					
SA_T09_gopjatmu	T09gopjatmu		Jātakamālā [Ajātaśatrvavadāna]							Gopadatta			750.0	19,729.00						
SA_T09_jatkstpu	T09jatkstpu		Jātakastava							Jñānayaśas				405.00						
SA_T10_bsa025_u	T10bsa025_u		Ratnāvalī [Ratnamālā]							Nāgārjuna				1,888.00						
SA_T10_bsa067_u	T10bsa067_u		Bhavasaṃkrāntiparikathā							Nāgārjuna				182.00						
SA_T10_cansisy2	T10cansisy2		Śiṣyalekha (alternate)							Candragomin										
SA_T10_cansisyu	T10cansisyu		Śiṣyalekha							Candragomin		600	699.0	1,395.00						
SA_T10_n2902u	T10n2902u		Daṇḍikathā											612.00						
SA_T10_n3009u	T10n3009u		Vimalaratnalekha											435.00						
SA_T10_nrat_1_u	T10nrat_1_u		Ratnāvalī [Ratnamālā] 1							Nāgārjuna				846.00						
SA_T10_nrat_2_u	T10nrat_2_u		Ratnāvalī [Ratnamālā] 2							Nāgārjuna				523.00						
SA_T10_nrat_4_u	T10nrat_4_u		Ratnāvalī [Ratnamālā] 3							Nāgārjuna				1,080.00						
SA_T10_subhrk_u	T10subhrk_u		Subhāṣitaratnakaraṇḍakathā											3,148.00						
SA_T11_arhebt_u	T11arhebt_u		Hetubinduṭīkā							Arcaṭa		700	790.0	39,229.00						
SA_T11_arhebt2u	T11arhebt2u		Hetubinduṭīkā							Arcaṭa		700	790.0	31,494.00						
SA_T11_bsa001_u	T11bsa001_u		Ālambanaparīkṣā											76.00						
SA_T11_bsa002_u	T11bsa002_u		Ālambanaparīkṣāvṛtti							Dignāga				290.00						
SA_T11_bsa020_u	T11bsa020_u		Vajrasūcī							Aśvaghoṣa		80	150.0	536.00						
SA_T11_bsa0551u	T11bsa0551u		Apohasiddhi											1,368.00						
SA_T11_bsa0552u	T11bsa0552u		Kṣaṇabhaṅgasiddhi											2,526.00						
SA_T11_bsa0553u	T11bsa0553u		Kṣaṇabhaṅgasiddhi vyatirekātmikā											1,822.00						
SA_T11_bsa0554u	T11bsa0554u		Avayavinirākaraṇa							Paṇḍitāśoka				1,357.00						
SA_T11_bsa0555u	T11bsa0555u		Sāmānyadūṣaṇadikprasāritā							Paṇḍitāśoka				619.00						
SA_T11_bsa0556u	T11bsa0556u		Antarvyāptisamarthana											964.00						
SA_T11_bsa057_u	T11bsa057_u		Nyāyabindu Prakaraṇakārikā							Dharmakīrti				1,245.00						
SA_T11_bsa059_u	T11bsa059_u		Santānāntarasiddhi							Dharmakīrti				663.00						
SA_T11_bsa061_u	T11bsa061_u		Santānāntarasiddhiṭīkā							Vinītadeva				3,735.00						
SA_T11_bsa063_u	T11bsa063_u		Sambandhaparīkṣā							Dharmakīrti				837.00						
SA_T11_bsa064_u	T11bsa064_u		Vādanyāya							Dharmakīrti				5,823.00						
SA_T11_bsa066_u	T11bsa066_u		Nyāyapraveśapravṛtti							Haribhadrasūri		700	799.0	4,546.00						
SA_T11_bsa069_u	T11bsa069_u		Tarkaśāstra											4,175.00						
SA_T11_bsa070_u	T11bsa070_u		Upāyahṛdaya											3,128.00						
SA_T11_bsa071_u	T11bsa071_u		Hetubindu							Dharmakīrti				3,667.00						
SA_T11_bsa072_u	T11bsa072_u		Tarkabhāṣā	yes	1077	Bertalign very high	GRETIL	Vienna / Copyright?			Kajima			6,833.00						
SA_T11_bsa075_u	T11bsa075_u		Nibandhāvalī							Ratnakīrti		1000	1099.0	24,299.00						
SA_T11_dhkhetuu	T11dhkhetuu		Hetubindu							Dharmakīrti				5,115.00						
SA_T11_dhknyayu	T11dhknyayu		Nyāyabindu							Dharmakīrti				2,059.00						
SA_T11_dhkprviu	T11dhkprviu		Pramāṇaviniścaya							Dharmakīrti				186.00						
SA_T11_dhkprvku	T11dhkprvku		Pramāṇavārttikakārikā							Dharmakīrti				13,131.00						
SA_T11_dhkpvsvu	T11dhkpvsvu		Pramāṇavārttikavṛtti [Pramāṇavārttikasvavṛtti]							Dharmakīrti				30,148.00						
SA_T11_dhksparu	T11dhksparu		Sambandhaparīkṣā							Dharmakīrti				647.00						
SA_T11_dhkvadnu	T11dhkvadnu		Vādanyāya							Dharmakīrti				8,070.00						
SA_T11_dhnyabpu	T11dhnyabpu		Nyāyabinduprakaraṇa							Dharmakīrti				25,539.00						
SA_T11_jithettu	T11jithettu		Hetutattvopadeśa							Jitāri (Jetāri)				1,739.00						
SA_T11_jithetuu	T11jithetuu		Hetutattvopadeśa							Jitāri (Jetāri)				1,376.00						
SA_T11_jnaniva	T11jnaniva		Nibandhāvalī 							Jñānaśrīmitra										
SA_T11_kgpramv	T11kgpramv		Pramāṇavārttikavṛtti Commentary							Karṇakagomin										
SA_T11_n1226u	T11n1226u		Vādanyāyaṭīkā							Vinītadeva				18,345.00						
SA_T11_n1238u	T11n1238u		Jātinirākṛti											615.00						
SA_T11_n1242u	T11n1242u		Nyāyabinduṭīkāṭippaṇī											4,412.00						
