File name	Work ID	Wikipedia link	Full Sanskrit title	Paired Sanskrit English Delivered	Aligned lines	Alignment quality	Source/copyright Sanskrit	source/copyright English	Editor 	Author(s)	Translator (if available)	not before	not after	length (tokens)	Note	Translation available	PDF on Google Drive	Translation details (if no PDF available)	assigned	completed
SA_GE07_bhg4c16u	GE07bhg		Bhagavadgītā 16											5,643.00						
SA_GE07_bhg4c17u	GE07bhg		Bhagavadgītā 17											5,464.00						
SA_GE07_bhg4c18u	GE07bhg		Bhagavadgītā 18											12,237.00						
SA_GE07_bhgce__u	GE07bhg		Bhagavadgītā											8,584.00						
SA_GE07_mbh_01_u	GE07mbh_01_u		Mahābhārata: Ādiparvan											146,574.00	skip					
SA_GE07_mbh_05_u	GE07mbh_05_u		Mahābhārata: Udyogaparvan											87,027.00	skip					
SA_GE07_mbh_06_u	GE07mbh_06_u		Mahābhārata: Bhīṣmaparvan											72,290.00	skip					
SA_GE07_mbh_10_u	GE07mbh_10_u		Mahābhārata: Sauptikaparvan											10,140.00						
SA_GE07_mbh_11_u	GE07mbh_11_u		Mahābhārata: Strīparvan											9,876.00						
SA_GE07_mbh_12_u	GE07mbh_12_u		Mahābhārata: Śāntiparvan											197,136.00	skip					
SA_GE07_mbh_13_u	GE07mbh_13_u		Mahābhārata: Anuśāsanaparvan											149,882.00	skip					
SA_GE07_mbh_14_u	GE07mbh_14_u		Mahābhārata: Aśvamedhikaparvan											56,770.00	skip					
SA_GE07_mbh_15_u	GE07mbh_15_u		Mahābhārata: Āśramavāsikaparvan											13,857.00						
SA_GE07_mbh_16_u	GE07mbh_16_u		Mahābhārata: Mausalaparvan											3,988.00						
SA_GE07_mbh_17_u	GE07mbh_17_u		Mahābhārata: Mahāprasthānikaparvan											1,567.00						
SA_GE07_mbh_18_u	GE07mbh_18_u		Mahābhārata: Svargārohaṇaparvan											3,664.00						
SA_GE07_naray__u	GE07naray__u		Nārāyaṇīya											16,100.00						
SA_GE09_ram_01_u	GE09ram_01_u		Rāmāyaṇa: 1. Bālakāṇḍa							Vālmīki				21,707.00						
SA_GE09_ram_03_u	GE09ram_03_u		Rāmāyaṇa: 3. Araṇyakāṇḍa							Vālmīki				23,655.00						
SA_GE09_ram_03pu	GE09ram_03pu		Rāmāyaṇa: 3. Araṇyakāṇḍa							Vālmīki				23,491.00						
SA_GE09_ram_04_u	GE09ram_04_u		Rāmāyaṇa: 4. Kiṣkindhākāṇḍa							Vālmīki				22,446.00						
SA_GE09_ram_05_u	GE09ram_05_u		Rāmāyaṇa: 5. Sundarakaṇḍa							Vālmīki				28,019.00	skip					
SA_GE09_ram_06_u	GE09ram_06_u		Rāmāyaṇa: 6. Yuddhakāṇḍa							Vālmīki				49,426.00	skip					
SA_GE09_ram_07_u	GE09ram_07_u		Rāmāyaṇa: 7. Uttarakāṇḍa							Vālmīki				31,111.00	skip					
SA_GK16_andhvc1u	GK16andhvc1u		Dhvanyāloka [Sahṛdayāloka], Uddyota 1							Ānandavardhana		900	1099.0	26,841.00						
SA_GK16_andhvc2u	GK16andhvc2u		Dhvanyāloka [Sahṛdayāloka], Uddyota 2							Ānandavardhana		900	1099.0	21,242.00						
SA_GK16_andhvc3u	GK16andhvc3u		Dhvanyāloka [Sahṛdayāloka], Uddyota 3							Ānandavardhana		900	1099.0	38,664.00						
SA_GK16_andhvc4u	GK16andhvc4u		Dhvanyāloka [Sahṛdayāloka], Uddyota 4							Ānandavardhana		900	1099.0	5,575.00						
SA_GK16_andhvy_u	GK16andhvy_u		Dhvanyāloka [Sahṛdayāloka]							Ānandavardhana		900	1099.0	16,003.00						
SA_GK16_bhakavpu	GK16bhakavpu		Kāvyālaṃkāra							Bhāmaha		500	799.0	4,953.00		yes				
SA_GK16_jaycndpu	GK16jaycndpu		Candrāloka							Jayadeva [Pīyuṣavarṣa]				2,907.00						
SA_GK16_jgrasg1u	GK16jgrasg1u		Rasagaṅgādhara							Jagannātha Paṇḍitarāja				11,590.00						
SA_GK16_kavsuvr	GK16kavsuvr		Kāvyālaṃkāra-sūtra-vṛtti							Bhāmaha		500	799.0			yes	yes	Sanskrit needs to be located		
SA_GK16_kunvjivu	GK16kunvjivu		Vakroktijīvita							Kuntaka		800	1099.0	24,096.00						
SA_GK16_mamkavpu	GK16mamkavpu		Kāvyaprakaśa							Maṃmaṭa [Mammaṭa]				18,768.00						
SA_GK16_mamkpb_u	GK16mamkpb_u		Kāvyaprakaśa							Maṃmaṭa [Mammaṭa]				17,008.00						
SA_GK16_msabdvvu	GK16msabdvvu		Śabdavyāpāravicāra							Maṃmaṭa [Mammaṭa]				1,745.00						
SA_GK16_rajkmimu	GK16rajkmimu		Kāvyamīmāṃsā							Rājaśekhara		700	999.0	11,998.00		yes	yes			
SA_GK16_rnatc__u	GK16rnatc__u		Nāṭakacandrikā							Rūpa Gosvāmī				8,729.00						
SA_GK16_ruvyavivya_pu	GK16ruvyavivya_pu		Vyaktivivekavyākhyā	yes	334	bertalign				Rājānaka Ruyyaka				12,219.00						
SA_GK16_ruyalscu	GK16ruyalscu		Alaṅkārasarvasva							Rājānaka Ruyyaka				19,002.00						
SA_GK16_ruyalssu	GK16ruyalssu		Alaṅkārasarvasva							Rājānaka Ruyyaka				4,363.00						
SA_GK16_ruyalsvu	GK16ruyalsvu		Alaṅkārasarvasva							Rājānaka Ruyyaka				16,685.00						
SA_GK16_simhrs_u	GK16simhrs_u		Rasārṇavasudhākara							Siṃhabhūpāla				31,122.00						
SA_GK16_simhrsku	GK16simhrsku		Rasārṇavasudhākara							Siṃhabhūpāla				9,019.00						
SA_GK16_udkass_u	GK16udkass_u		Kāvyālaṃkārasārasaṃgraha							Udbhaṭa				10,533.00						
SA_GK16_udkassku	GK16udkassku		Kāvyālaṃkārasārasaṃgraha							Udbhaṭa				539.00						
SA_GK16_ujjvni_u	GK16ujjvni_u		Ujjvalanīlamaṇi							Rūpa Gosvāmin				21,606.00						
SA_GK16_vamkalsu	GK16vamkalsu		Kāvyālaṅkārasūtra							Vāmana		700	899.0	830.00						
SA_GK16_vamkalvu	GK16vamkalvu		Kāvyālaṅkārasūtra							Vāmana		700	899.0	7,549.00		yes	yes			
SA_GK16_vcamkc_u	GK16vcamkc_u		Camatkāracandrikā							Viśveśvara Kavicandra				15,054.00						
SA_GK16_viprud_u	GK16viprud_u		Pratāparudrīya [Pratāparudrayaśobhūṣaṇa]							Vidyānātha				19,229.00						
SA_GK16_visa01cu	GK16visa01cu		Sāhityadarpaṇa: Pariccheda 1							Viśvanātha		1200	1399.0	3,437.00						
SA_GK16_visa02cu	GK16visa02cu		Sāhityadarpaṇa: Pariccheda 2							Viśvanātha		1200	1399.0	6,551.00						
SA_GK16_visa03cu	GK16visa03cu		Sāhityadarpaṇa: Pariccheda 3							Viśvanātha		1200	1399.0	18,798.00						
SA_GK16_visa04cu	GK16visa04cu		Sāhityadarpaṇa: Pariccheda 4							Viśvanātha		1200	1399.0	7,395.00						
SA_GK16_visa05cu	GK16visa05cu		Sāhityadarpaṇa: Pariccheda 5							Viśvanātha		1200	1399.0	3,786.00						
SA_GK16_visa06cu	GK16visa06cu		Sāhityadarpaṇa: Pariccheda 6							Viśvanātha		1200	1399.0	18,292.00						
SA_GK16_visa07cu	GK16visa07cu		Sāhityadarpaṇa: Pariccheda 7							Viśvanātha		1200	1399.0	14,756.00						
SA_GK16_visa08cu	GK16visa08cu		Sāhityadarpaṇa: Pariccheda 8							Viśvanātha		1200	1399.0	2,167.00						
SA_GK16_visa09cu	GK16visa09cu		Sāhityadarpaṇa: Pariccheda 9							Viśvanātha		1200	1399.0	718.00						
SA_GK16_visa10cu	GK16visa10cu		Sāhityadarpaṇa: Pariccheda 10							Viśvanātha		1200	1399.0	36,411.00						
SA_GK16_visah1	GK16visah1		Sāhityadarpaṇa																	
SA_GK16_visah	GK16visah		Sāhityadarpaṇa (archive bad OCR)				archive			Viśvanātha		1200	1399.0	28,464.00		yes	yes			
SA_GK16_visvsdpu	GK16visvsdpu		Sāhityadarpaṇa							Viśvanātha		1200	1399.0	7,735.00						
SA_GK17_chandovu	GK17chandovu		Chandoviciti							Patañjali		100	299.0	1,085.00						
SA_GK17_jvrtmspu	GK17jvrtmspu		Vṛttamālāstuti							Jñānaśrīmitra		980	1040.0	1,833.00						
SA_GK17_kedvratu	GK17kedvratu		Vṛttaratnākara							Kedārabhaṭṭa				1,180.00						
SA_GK17_kvrtrsuu	GK17kvrtrsuu		Vṛttaratnākara							Kedārabhaṭṭa				7,562.00						
SA_GK18_abhidhau	GK18abhidhau		Abhinaya-Darpaṇa							Nandikeśvara					wisdomlib	yes		https://www.wisdomlib.org/hinduism/book/the-mirror-of-gesture	KK	yes
SA_GK18_bharnatu	GK18bharnatu		Nāṭyaśāstra							Bharata		200	400.0	39,515.00	wisdomlib	yes		https://www.wisdomlib.org/hinduism/book/the-natyashastra		
SA_GK18_dhandasu	GK18dhandasu		Daśarūpaka				archive			Dhanañjaya		900	1099.0	2,265.00		yes	yes			
SA_GK19_aghatkvu	GK19aghatkvu		Ghaṭakarparakāvya							Abhinavagupta		800	1099.0	3,079.00						
SA_GK19_akadambu	GK19akadambu		Kādambarīkathāsāra							Abhinanda		799	999.0	9,276.00						
SA_GK19_amaru_u	GK19amaru_u		Amaruśataka							Amaru		350	450.0	5,079.00						
SA_GK19_anvallcu	GK19anvallcu		Vallālacarita							Ānandabhaṭṭa		1500	1699.0	9,192.00						
SA_GK19_appvairu	GK19appvairu		Vairāgyaśataka							Appayadīkṣita				1,027.00						
SA_GK19_asvbuc2u	GK19asvbuc2u		Buddhacarita							Aśvaghoṣa		80	150.0	11,687.00		yes				
SA_GK19_asvsau2u	GK19asvsau2u		Saundarananda							Aśvaghoṣa		80	150.0	12,144.00						
SA_GK19_bahcar2u	GK19bahcar2u		Harṣacarita: Ucchvāsa 2							Bāṇa				2,417.00						
SA_GK19_bahcar3u	GK19bahcar3u		Harṣacarita: Ucchvāsa 3							Bāṇa				2,866.00						
SA_GK19_bahcar4u	GK19bahcar4u		Harṣacarita: Ucchvāsa 4							Bāṇa				2,721.00						
SA_GK19_bahcar5_pu	GK19bahcar5_pu		Harṣacarita: Ucchvāsa 5							Bāṇa				3,703.00						
SA_GK19_bahcar6u	GK19bahcar6u		Harṣacarita: Ucchvāsa 6							Bāṇa				2,907.00						
SA_GK19_bahcar7u	GK19bahcar7u		Harṣacarita: Ucchvāsa 7							Bāṇa				2,440.00						
SA_GK19_bahcar8u	GK19bahcar8u		Harṣacarita: Ucchvāsa 8							Bāṇa				2,944.00						
SA_GK19_bahcarpu	GK19bahcarpu		Harṣacarita: Pariśiṣṭa							Bāṇa				202.00						
SA_GK19_bankad1u	GK19bankad1u		Kādambarī							Bāṇa [Bāṇabhaṭṭa]				6,796.00	github	yes	yes			
SA_GK19_bhago	GK19bhago		Bhaj-Govindam							Saṃkara										
SA_GK19_bhakirpu	GK19bhakirpu		Kirātārjunīya							Bhāravi		400	699.0	13,003.00		yes	yes			
SA_GK19_bhicau	GK19bhicau		Bhiṣma-Cāritra							Dr. Hari Narayan Dikshit					wisdomlib	yes			KK	yes
SA_GK19_bicauppu	GK19bicauppu		Caurapañcāśikā							Bilhaṇa		1099	1199.0	674.00	sacred texts	yes				
SA_GK19_damkuttu	GK19damkuttu		Kuṭṭanīmata							Dāmodaragupta				9,062.00						
SA_GK19_danddk1u	GK19danddk1u		Daśakumāracarita: Ucchvāsas 3, 5 & 6							Daṇḍin		500	699.0	7,028.00						
SA_GK19_dhoypavu	GK19dhoypavu		Pavanadūta				clay			Dhoyī				1,003.00	clay book 12	yes				
SA_GK19_gakou	GK19gakou		Gāhākoṣa							Hāla Sātavāhana		1200	1300.0		clay book 24	yes				
SA_GK19_ghatgu_u	GK19ghatgu_u		Gūḍhārthadīpikā							Kuśalamiśra				3,342.00						
SA_GK19_govass_u	GK19govass_u		Āryāsaptaśatī							Govardhana		1000	1299.0	8,250.00						
SA_GK19_gp01-11u	GK19gp01-11u		Gopālacampū: Pūrvacampū, 1-11							Jīva Gosvāmin				27,504.00						
SA_GK19_gp12-22u	GK19gp12-22u		Gopālacampū: Pūrvacampū, 12-22							Jīva Gosvāmin				26,656.00						
SA_GK19_gp23-33u	GK19gp23-33u		Gopālacampū: Pūrvacampū, 23-33							Jīva Gosvāmin				25,662.00						
SA_GK19_gu01-03u	GK19gu01-03u		Gopālacampū: Uttaracampū, 1-3							Jīva Gosvāmin				5,091.00						
SA_GK19_gu05-06u	GK19gu05-06u		Gopālacampū: Uttaracampū, 5-6							Jīva Gosvāmin				5,440.00						
SA_GK19_gu29___u	GK19gu29___u		Gopālacampū: Uttaracampū, 29							Jīva Gosvāmin				3,321.00						
SA_GK19_jagpranu	GK19jagpranu		Prāṇābharaṇa							Jagannātha Paṇḍitarāja				1,305.00						
SA_GK19_jagsudhu	GK19jagsudhu		Sudhālaharī							Jagannātha Paṇḍitarāja				499.00						
SA_GK19_jalmugpu	GK19jalmugpu		Mugdhopadeśa							Jalhaṇa				1,599.00						
SA_GK19_japa	GK19japa		Jānaki Pariṇaya	yes	2134	bertalign	OCR	OCR suhas												
SA_GK19_jaravau	GK19jaravau		Jarāsandhavadha 							Goswami Hariraiji					wisdomlib	yes		https://www.wisdomlib.org/hinduism/book/jarasandhavadha-mahakavyam	KK	yes
SA_GK19_jaygit2u	GK19jaygit2u		Gītagovinda							Jayadeva		1000	1099.0	3,968.00						
SA_GK19_jivskd_u	GK19jivskd_u		Saṅkalpakalpadruma							Jīva Gosvāmin				10,144.00						
SA_GK19_kalrs_pu	GK19kalrs_pu		Ṛtusaṃhāra							Kālidāsa		400	499.0	1,673.00	github	yes	yes			
SA_GK19_kmeghdpu	GK19kmeghdpu		Meghadūta							Kālidāsa		400	499.0	2,132.00						
SA_GK19_kmeghvpu	GK19kmeghvpu		Meghadūta							Kālidāsa		400	499.0	2,127.00						
SA_GK19_kragh_pu	GK19kragh_pu		Raghuvaṃśa							Kālidāsa		400	499.0	19,050.00						
SA_GK19_ksbhm06u	GK19ksbhm06u		Bhāratamañjarī: 6. Bhīṣmaparvan							Kṣemendra		900	1099.0	4,147.00						
SA_GK19_ksbhm07u	GK19ksbhm07u		Bhāratamañjarī: 7. Droṇaparvan							Kṣemendra		900	1099.0	6,337.00						
SA_GK19_ksbhm08u	GK19ksbhm08u		Bhāratamañjarī: 8. Karṇaparvan							Kṣemendra		900	1099.0	1,832.00						
SA_GK19_ksbhm09u	GK19ksbhm09u		Bhāratamañjarī: 9. Śalyaparvan							Kṣemendra		900	1099.0	564.00						
SA_GK19_ksbhm10u	GK19ksbhm10u		Bhāratamañjarī: 10. Gadāparvan							Kṣemendra		900	1099.0	976.00						
SA_GK19_ksbhm11u	GK19ksbhm11u		Bhāratamañjarī: 11. Sauptikaparvan							Kṣemendra		900	1099.0	839.00						
SA_GK19_ksbhm12u	GK19ksbhm12u		Bhāratamañjarī: 12. Strīparvan							Kṣemendra		900	1099.0	806.00						
SA_GK19_ksbhm13u	GK19ksbhm13u		Bhāratamañjarī: 13. Śāntiparvan							Kṣemendra		900	1099.0	16,255.00						
SA_GK19_ksbhm14u	GK19ksbhm14u		Bhāratamañjarī: 14. Āśvamedhikaparvan							Kṣemendra		900	1099.0	1,883.00						
SA_GK19_ksbhm15u	GK19ksbhm15u		Bhāratamañjarī: 15. Āśramavāsikaparvan							Kṣemendra		900	1099.0	612.00						
SA_GK19_ksbhm16u	GK19ksbhm16u		Bhāratamañjarī: 16. Mausalaparvan							Kṣemendra		900	1099.0	563.00						
SA_GK19_ksbhm17u	GK19ksbhm17u		Bhāratamañjarī: 17. Mahāprasthānikaparvan							Kṣemendra		900	1099.0	313.00						
SA_GK19_ksbhm18u	GK19ksbhm18u		Bhāratamañjarī: 18. Svargaparvan							Kṣemendra		900	1099.0	273.00						
SA_GK19_ksbhm19u	GK19ksbhm19u		Bhāratamañjarī: 19. Harivaṃśa							Kṣemendra		900	1099.0	12,853.00						
SA_GK19_ksyadndu	GK19ksyadndu		Śyāmalādaṇḍaka							Kālidāsa		400	499.0	241.00						
SA_GK19_kulmukuu	GK19kulmukuu		Mukundamālā							Kulaśekhara		900	1099.0	495.00						
SA_GK19_lnksivsu	GK19lnksivsu		Śivastuti							Laṅkeśvara				95.00						
SA_GK19_maghspvu	GK19maghspvu		Śiśupālavadha							Māgha				13,997.00		yes	no	difficult to find but important text		
SA_GK19_mala	GK19mala		Mālatīmādhava				Kale OCR			Bhavabhūti 		700	800.0							
SA_GK19_naicau	GK19naicau		Naiṣadhīya-carita							Śrī Harṣa 		1150	1200.0		wisdomlib	yes		https://www.wisdomlib.org/hinduism/book/the-naishadha-charita-of-shriharsha https://www.wisdomlib.org/hinduism/book/naishadha-charita-sanskrit		
SA_GK19_padnscpu	GK19padnscpu		Navasāhasāṅkacarita							Padmagupta [Parimala]				18,148.00						
SA_GK19_padyavlu	GK19padyavlu		Padyāvalī							Rūpa Gosvāmī				8,029.00						
SA_GK19_raggancu	GK19raggancu		Mahāgaṇapatistotra							Rāghavacaitanya				788.00						
SA_GK19_ramodtpu	GK19ramodtpu		Rāmodanta											2,421.00						
SA_GK19_setu	GK19setu		Setubandha				archive			Praravasena					github	yes	yes			
SA_GK19_srngt_pu	GK19srngt_pu		Srngaratilaka							Rudrabhaṭṭa				5,214.00						
SA_GK19_suvasavu	GK19suvasavu		Vāsavadattā							Subandhu		500	699.0	4,908.00						
SA_GK19_uddkokpu	GK19uddkokpu		Kokilasandeśa							Uddaṇḍa				2,612.00						
SA_GK20_bhasdutu	GK20bhasdutu		Dūtavākya							Bhāsa		250	350.0	1,620.00						
SA_GK20_bhassv_u	GK20bhassv_u		Svapnavāsavadatta							Bhāsa		250	350.0	7,512.00						
SA_GK20_bhveni_u	GK20bhveni_u		Veṇīsaṃhāra							Bhaṭṭanārāyaṇa				13,791.00						
SA_GK20_dramfrag_pu	GK20dramfrag_pu		Dramatic Fragments (buddhist)											4,067.00						
SA_GK20_harnagau	GK20harnagau		Nāgānandanāṭaka							Harṣadeva				1,767.00						
SA_GK20_hdratn_u	GK20hdratn_u		Ratnāvalīnāṭikā							Harṣadeva				6,732.00						
SA_GK20_hpriydpu	GK20hpriydpu		Priyadarśikā							Harṣadeva				8,383.00						
SA_GK20_mmatvipu	GK20mmatvipu		Mattavilāsaprahasana							Mahendravarman I				3,642.00						
SA_GK20_murau	GK20murau		Mudrārākṣasa							Vishākadatta		500	600.0		clay book 15	yes				
SA_GK20_rmc1-3pu	GK20rmc1-3pu		Rāmacaritamahākāvya 1–3							Abhinanda		799	999.0	3,803.00						
SA_GK20_ruysahlu	GK20ruysahlu		Sahṛdayalīlā							Ruyyaka				283.00						
SA_GK20_sypadatu	GK20sypadatu		Pāḍatāḍitaka							Udīcya Śyāmilaka				7,158.00						
SA_GK21_karaka	GK21karaka		Kathāratnākara				archive									yes				
SA_GK21_soksvppu	GK21soksvppu		Kathāsaritsāgara							Somadeva		1100	1350.0	25,558.00						
SA_GK21_ttrkhy1u	GK21ttrkhy1u		Tantrākhyāyika 1											3,657.00						
SA_GK21_ttrkhy2u	GK21ttrkhy2u		Tantrākhyāyika 2											2,756.00						
SA_GK22_bharst_u	GK22bharst_u		Śatakatraya: 1. Nītiśataka, 2. Śṛṅgāraśataka, 3. Vairāgyaśataka							Bhartṛhari		500	650.0	6,249.00						
SA_GK22_subhashitasataka	GK22subhashitasataka		Subhāṣitaśataka	yes	126	Claude very high	archive	archive												
SA_GK22_valsubhu	GK22valsubhu		Subhāṣitāvalī							Vallabhadeva		1400	1699.0	13,585.00						
SA_GK22_vidsrgpu	GK22vidsrgpu		Subhāṣitaratnakoṣa							Vidyākara		900	1199.0	33,854.00						
SA_GK22_vidsripu	GK22vidsripu		Subhāṣitaratnakoṣa	yes	1242	bertalign high	gretil	suhas		Vidyākara	Ingalls	900	1199.0	32,339.00						
SA_GK23_jonart	GK23jonart		Rājataraṅginī							Jonarāja and Pseudo-Jonarāja		1100	1200.0	13,767.00		yes	yes	Dutt in 2 volumes		
SA_GK23_kaulpradsam_u	GK23kaulpradsam_u		Pradeśasaṃgraha											8,870.00						
SA_GP10_bhp_01u	GP10bhp_01u		Bhāgavata-Purāṇa 1									900	1000.0	8,538.00	high-quality aligned text available	yes				
SA_GP10_bhp_02u	GP10bhp_02u		Bhāgavata-Purāṇa 2											4,389.00						
SA_GP10_bhp_03u	GP10bhp_03u		Bhāgavata-Purāṇa 3											16,825.00						
SA_GP10_bhp_04u	GP10bhp_04u		Bhāgavata-Purāṇa 4											17,140.00						
SA_GP10_bhp_05u	GP10bhp_05u		Bhāgavata-Purāṇa 5											10,773.00						
SA_GP10_bhp_06u	GP10bhp_06u		Bhāgavata-Purāṇa 6											8,790.00						
SA_GP10_bhp_07u	GP10bhp_07u		Bhāgavata-Purāṇa 7											7,721.00						
SA_GP10_bhp_08u	GP10bhp_08u		Bhāgavata-Purāṇa 8											9,388.00						
SA_GP10_bhp_09u	GP10bhp_09u		Bhāgavata-Purāṇa 9											9,297.00						
SA_GP10_bhp_10u	GP10bhp_10u		Bhāgavata-Purāṇa 10											46,303.00						
SA_GP10_bhp_11u	GP10bhp_11u		Bhāgavata-Purāṇa 11											16,185.00						
SA_GP10_bhp_12u	GP10bhp_12u		Bhāgavata-Purāṇa 12											6,434.00						
SA_GP10_bhpc101u	GP10bhpc101u		Bhāgavata-Purāṇa 10, 29–33											6,538.00						
SA_GP11_nmtppu	GP11nmtppu		Nīlamata-Purāṇa										1200.0		wisdomlib	yes		https://www.wisdomlib.org/hinduism/book/the-nilamata-purana	Sai	
SA_GP12_brndp1_u	GP12brndp1_u		Brahmāṇḍa-Purāṇa 1											35,308.00	wisdomlib	yes		https://www.wisdomlib.org/hinduism/book/the-brahmanda-purana https://www.wisdomlib.org/hinduism/book/lalitopakhyana-lalita-mahatmya		
SA_GP12_brndp2_u	GP12brndp2_u		Brahmāṇḍa-Purāṇa 2											53,265.00						
SA_GP12_brndp3_u	GP12brndp3_u		Brahmāṇḍa-Purāṇa 3											34,693.00						
SA_GP12_dbhp_dgu	GP12dbhp_dgu		Devīgītā [Devībhāgavata-Purāṇa]											4,824.00	wisdomlib; sacred texts; high quality parallel text from jivnesh available as well?	yes		https://www.wisdomlib.org/hinduism/book/devi-bhagavata-purana	SN	
SA_GP12_garup2_u	GP12garup2_u		Garuḍa-Purāṇa 2											29,140.00						
SA_GP12_garup3_u	GP12garup3_u		Garuḍa-Purāṇa 3											22,912.00						
SA_GP12_kurmp1_u	GP12kurmp1_u		Kūrma-Purāṇa 1											29,848.00						
SA_GP12_kurmp2_u	GP12kurmp2_u		Kūrma-Purāṇa 2											26,722.00						
SA_GP12_lip_1_pu	GP12lip_1_pu		Liṅga-Purāṇa 1											67,531.00	wisdomlib	yes		https://www.wisdomlib.org/hinduism/book/the-linga-purana	Manoj (?)	
SA_GP12_lip_2__u	GP12lip_2__u		Liṅga-Purāṇa 2,1–55											21,672.00						
SA_GP12_mkp1-93u	GP12mkp1-93u		Mārkaṇḍeya-Purāṇa										600.0	43,712.00	wisdomlib	yes		https://www.wisdomlib.org/hinduism/book/the-markandeya-purana	Sai	
SA_GP12_mtp176pu	GP12mtp176pu		Matsya-Purāṇa											84,115.00		yes	yes			
SA_GP12_nardp1_u	GP12nardp1_u		Nārada-Purāṇa 1 [Nāradīya-Purāṇa 1]											111,070.00		yes	no	https://www.vyasaonline.com/naradeeya-purana/		
SA_GP12_nardp2_u	GP12nardp2_u		Nārada-Purāṇa 2 [Nāradīya-Purāṇa 2]											24,765.00						
SA_GP12_narsippu	GP12narsippu		Narasiṃha-Purāṇa											41,695.00						
SA_GP12_sivap7_u	GP12sivap7_u		Śiva-Purāṇa 7 [Vāyavīya-Saṃhitā]											35,851.00						
SA_GP12_skprevku	GP12skprevku		Skanda-Purāṇa: Revākhaṇḍa											73,665.00	skip					
SA_GP12_vamp__u	GP12vamp__u		Vāmana-Purāṇa											47,454.00						
SA_GP12_vampsm_u	GP12vampsm_u		Vāmana-Purāṇa											12,430.00						
SA_GP12_vd2127_u	GP12vd2127_u		Viṣṇudharmottara-Purāṇa: Atharvavidhikathana [Atharvavidhāna]											668.00						
SA_GP12_vd3343pu	GP12vd3343pu		Viṣṇudharmottara-Purāṇa											4,007.00						
SA_GP12_visnup_u	GP12visnup_u		Viṣṇu-Purāṇa											54,759.00						
SA_GP12_vprevk_u	GP12vprevk_u		Revākhaṇḍa of the Vāyupurāṇa											81,077.00						
SA_GR12_hsasvrpu	GR12hsasvrpu		Śāstravārtāsamuccaya							Haribhadrasūri		700	799.0	7,905.00						
SA_GR12_sasapa	GR12sasapa		Satyaśāsanaparīkṣā							Vidyānanda										
SA_GR13_bhnstcpu	GR13bhnstcpu		Stavacintāmaṇi							Bhaṭṭa Nārāyaṇa				1,378.00						
SA_GR13_bijnighu	GR13bijnighu		Bījanighaṇṭu											783.00						
SA_GR13_cakbh_pu	GR13cakbh_pu		Cakrapāṇinātha: Bhāvopahārastotra											368.00						
SA_GR13_cakbhavu	GR13cakbhavu		Cakrapāṇinātha: Bhāvopahārastotra											2,214.00						
SA_GR13_devikapu	GR13devikapu		Devīkālottara-Āgama											829.00						
SA_GR13_goramaru	GR13goramaru		Āmaraughaśāsana							Gorakṣanātha [= Gorakhnāth]				1,061.00						
SA_GR13_gorst1pu	GR13gorst1pu		Gorakṣaśataka							Gorakṣanātha [= Gorakhnāth]				1,148.00						
SA_GR13_gorst2pu	GR13gorst2pu		Gorakṣaśataka							Gorakṣanātha [= Gorakhnāth]				1,199.00						
