work	source	n_chunks	ling_est	nb	na	post_median	crI_lo95	crI_hi95	title
SA_GE07_mbh_09_u	anchor	82	549	-300.0	400.0	265	-53	589	Mahābhārata: Śalyaparvan
SA_K10_bsu010_u	anchor	1	537	100.0	400.0	265	98	419	Bhavasaṅkrāntisūtra
SA_T06_bsa034	anchor	78	341	230.0	300.0	267	217	316	Bodhisattvabhūmi
SA_K01_vinv14_u	anchor	3	322	100.0	400.0	267	97	437	Poṣadhasthāpanavastu
SA_GE07_mbh_08_u	anchor	144	570	-300.0	400.0	268	-41	592	7
SA_K01_vinv16_u	anchor	17	309	100.0	400.0	269	95	438	Adhikaraṇavastu
SA_K05_dsp1-2_u	anchor	11	407	100.0	399.0	270	100	438	Daśasāhasrikā Prajñāpāramitā
SA_K10_n443u	anchor	3	460	100.0	400.0	270	98	436	Mahāmeghasūtra
SA_K01_vinv171u	anchor	80	355	100.0	400.0	270	103	442	Saṅghabhedavastu 1
SA_K06_vchedpgu	anchor	2	596	100.0	400.0	271	99	449	Vajracchedikā Prajñāpāramitā [Vajracchedikāprajñāpāramitāsūtra]
SA_K14_mpsu_w_u	anchor	39	346	100.0	400.0	272	98	442	Mahāparinirvāṇasūtra
SA_K12_n283u	anchor	4	537	100.0	400.0	275	107	448	Bhaiṣajyaguruvaidūryaprabharājasūtra
SA_K01_vinv172u	anchor	98	436	100.0	400.0	275	108	440	Saṅghabhedavastu 2
SA_K12_bsu012_u	anchor	4	528	100.0	400.0	275	106	452	Bhaiṣajyaguruvaidūryaprabharājasūtra
SA_K02_sspp2_4u	anchor	108	419	100.0	400.0	276	111	449	Śatasāhasrikā Prajñāpāramitā II-4 [Śatasāhasrikāprajñāpāramitāsūtra]
SA_K02_sspp2_3u	anchor	94	392	100.0	400.0	276	101	444	Śatasāhasrikā Prajñāpāramitā II-3 [Śatasāhasrikāprajñāpāramitāsūtra]
SA_GSP32_vaisessu	anchor	4	883	250.0	300.0	278	229	326	Vaiśeṣikasūtra
SA_GE07_mbh_04_u	anchor	103	558	-400.0	400.0	278	-86	625	Mahābhārata: Virāṭaparvan
SA_K06_vchedppu	anchor	4	588	100.0	400.0	279	111	445	Vajracchedikā Prajñāpāramitā [Vajracchedikāprajñāpāramitāsūtra]
SA_GE07_mbh_06_u	anchor	135	587	-300.0	400.0	279	-38	589	Mahābhārata: Bhīṣmaparvan
SA_GE07_mbh_07_u	anchor	225	564	-400.0	400.0	280	-65	632	Mahābhārata: Droṇaparvan
SA_K10_avsata_u	anchor	124	435	100.0	400.0	280	104	441	Avadānaśataka
SA_T06_ybh-laukikamarga	anchor	3	363	200.0	350.0	280	188	370	Yogācārabhūmi: Laukikamarga
SA_K06_bsu051_u	anchor	7	584	100.0	400.0	281	109	442	Vajracchedikā Prajñāpāramitā [Vajracchedikāprajñāpāramitāsūtra]
SA_T11_bsa070_u	anchor	9	613	100.0	400.0	282	116	459	Upāyahṛdaya
SA_K03_psp_1u	anchor	103	526	100.0	400.0	283	113	457	Pañcaviṃśatisāhasrikā Prajñāpāramitā I [Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]
SA_K02_sspp2_2u	anchor	73	513	100.0	400.0	286	116	454	Śatasāhasrikā Prajñāpāramitā II-2 [Śatasāhasrikāprajñāpāramitāsūtra]
SA_K05_adsp70-u	anchor	33	578	100.0	400.0	287	119	458	Aṣṭādaśasāhasrikā Prajñāpāramitā [Aṣṭādaśasāhasrikāprajñāpāramitāsūtra]
SA_K10_bsu018_u	anchor	57	562	200.0	499.0	287	160	329	Sarvajñatākāradhāraṇī [Karuṇāpuṇḍarīka(sūtra)]
SA_K02_sspp2_1u	anchor	64	566	100.0	400.0	288	117	454	Śatasāhasrikā Prajñāpāramitā II-1 [Śatasāhasrikāprajñāpāramitāsūtra]
SA_K06_bsu030_u	anchor	40	563	100.0	400.0	289	121	459	Suvikrāntavikrāmiparipṛcchā  [Suvikrāntavikrāmiparipṛcchāprajñāpāramitāsūtra,  Sārdhadvisāhasrikā prajñāpāramitā]
SA_K09_bsu016_u	anchor	151	608	100.0	400.0	290	125	464	Gaṇḍavyūhasūtra [Gaṇḍavyūha]
SA_K05_adsp55-u	anchor	35	628	100.0	400.0	293	121	460	Aṣṭādaśasāhasrikā Prajñāpāramitā [Aṣṭādaśasāhasrikāprajñāpāramitāsūtra]
SA_T01_n2971u	anchor	1	632	150.0	420.0	300	144	459	Bhadracaryādeśanā
SA_GK20_bhassv_u	anchor	17	456	250.0	350.0	303	246	363	Svapnavāsavadatta
SA_T07_hvsatssu	anchor	200	544	250.0	350.0	303	245	365	Satyasiddhiśāstra [Tattvasiddhiśāstra]
SA_GK20_bhasdutu	anchor	6	717	250.0	350.0	304	245	363	Dūtavākya
SA_K01_vinv01_u	anchor	13	468	1.0	499.0	311	55	578	Pravrajyāvastu
SA_K01_vinv12_u	anchor	6	239	100.0	499.0	311	95	534	Pudgalavastu
SA_GSP33_brsvbh4u	anchor	13	875	-200.0	400.0	313	25	611	Brahmasūtra: Adhyāya 4
SA_K01_vinv10_u	anchor	4	260	100.0	499.0	313	93	537	Karmavastu
SA_GSP33_brsvbh3u	anchor	36	797	-200.0	400.0	315	24	613	Brahmasūtra: Adhyāya 3
SA_GSP33_brssgo4u	anchor	24	809	-200.0	400.0	315	9	608	Brahmasūtra: Adhyāya 4
SA_GK18_bharnatu	anchor	92	608	200.0	400.0	316	206	434	Nāṭyaśāstra
SA_T04_nagmyv_u	anchor	1	495	150.0	450.0	316	145	492	Mahāyānaviṃśikā [Mahāyānaviṃśati]
SA_GS40_susruta	anchor	181	618	200.0	400.0	317	203	431	Suśrutasaṃhitā
SA_K10_mkarmviu	anchor	11	355	100.0	499.0	320	105	544	Mahākarmavibhaṅga
SA_K01_vinv11_u	anchor	10	335	100.0	499.0	321	105	543	Pāṇḍulohitakavastu
SA_K06_bsu028pu	anchor	7	642	-50.0	500.0	323	45	614	Ratnaguṇasaṃcayagāthā
SA_GE07_bhg4c14u	anchor	10	905	200.0	400.0	323	205	436	Bhagavadgītā 14
SA_K01_vinv08_u	anchor	4	379	100.0	499.0	323	114	545	Kaṭhinavastu
SA_T05_bsu027_u	inferred	1	271			324	-374	626	Pratītyasamutpādādivibhaṅganirdeśasūtra
SA_K01_vinv15_u	anchor	20	402	100.0	499.0	324	113	547	Śayanāsanavastu
SA_K01_vinv07_u	anchor	42	360	100.0	499.0	325	103	540	Cīvaravastu
SA_GE07_bhg4c16u	anchor	9	1004	200.0	400.0	325	208	445	Bhagavadgītā 16
SA_GE07_bhg4c15u	anchor	10	1038	200.0	400.0	325	212	448	Bhagavadgītā 15
SA_GE07_bhg4c17u	anchor	9	1004	200.0	400.0	326	205	439	Bhagavadgītā 17
SA_K01_upsmpjnu	anchor	5	418	100.0	499.0	327	107	544	Upasaṃpadājñapti
SA_K01_n2954u	anchor	6	398	100.0	499.0	327	102	542	Upasampadājñapti
SA_GSP33_brssgo3u	anchor	68	824	-200.0	400.0	327	37	616	Brahmasūtra: Adhyāya 3
SA_T06_asmahsbu	anchor	58	461	270.0	380.0	328	264	391	Mahāyānasūtrālaṅkāra
SA_GSD36_pars2_pu	anchor	12	418	100.0	500.0	328	110	549	Parāśaradharmasaṃhitā [Parāśarasmṛti]: Kāṇḍas 1 & 2
SA_K01_vinv03_u	anchor	6	429	100.0	499.0	330	109	550	Pravāraṇāvastu
SA_GE07_bhg4c18u	anchor	18	1048	200.0	400.0	330	214	441	Bhagavadgītā 18
SA_K01_n2853u	anchor	20	407	100.0	499.0	332	115	548	Śayanāsanavastu
SA_K10_divyav_u	anchor	227	408	100.0	500.0	333	119	538	Divyāvadāna
SA_K10_n2942u	anchor	20	398	200.0	450.0	336	188	479	Saddharmasmṛtyupasthānasūtra
SA_K10_n267u	anchor	22	481	200.0	450.0	339	197	477	Āryasaṃghāṭasūtra
SA_T04_bsu060_u	anchor	6	519	100.0	500.0	340	123	563	Karmavibhaṅgopadeśa
SA_K06_bsu053_u	anchor	1	443	150.0	500.0	341	138	540	Prajñāpāramitāhṛdayasūtra
SA_K12_bsu035_u	anchor	26	542	200.0	450.0	344	200	484	Suvarṇaprabhāsasūtra [Suvarṇaprabhāsottama(sūtra), Suvarṇabhāsottama-sūtra, Suvarṇa(pra)bhāsottama-sūtrendrarāja]
SA_GSP33_brsgor4u	anchor	10	1076	-200.0	400.0	346	50	650	Brahmasūtra: Adhyāya 4
SA_GSP33_brssgo1u	anchor	121	882	-200.0	400.0	346	55	639	Brahmasūtra: Adhyāya 1
SA_GE07_naray__u	anchor	48	544	100.0	500.0	347	137	563	Nārāyaṇīya
SA_K14_bsa052_u	anchor	58	512	100.0	499.0	347	127	559	Dharmasamuccaya [Saddharmasmṛtyupasthānakārikā]
SA_GK21_ttrkhy2u	anchor	6	617	100.0	499.0	348	129	567	Tantrākhyāyika 2
SA_T06_asycsaru	anchor	2	153	300.0	399.0	350	291	408	Śarīrārthagāthā
SA_T06_sambhu	anchor	15	318	300.0	400.0	351	295	410	Yogācārabhūmi: Samāhitā Bhūmi
SA_T03_bsa033_u	anchor	16	521	300.0	399.0	352	293	411	Abhisamayālaṅkārāntaḥ pātināṃ
SA_T09_ajm_u	anchor	22	555	300.0	399.0	352	293	411	Jātakamālā
SA_T03_bsa026_u	anchor	7	506	300.0	399.0	352	294	411	Abhisamayālaṅkāra
SA_T06_bsa010_u	anchor	3	485	300.0	400.0	352	292	411	Madhyāntavibhāgakārikā
SA_T03_abhisamu	anchor	6	487	300.0	399.0	352	292	409	Abhisamayālaṅkāranāmaprajñāpāramitopadeśaśāstra
SA_T09_bsa032	anchor	53	606	300.0	399.0	353	293	413	Jātakamālā
SA_K10_bsu045_u	anchor	22	487	100.0	549.0	354	125	506	Saṃghāṭa Sūtra
SA_K10_samghscu	anchor	27	503	100.0	549.0	354	131	504	Saṃghāṭasūtra [Saṅghāṭasūtra]
SA_T09_gopjatmu	anchor	35	747	300.0	399.0	355	296	413	Jātakamālā [Ajātaśatrvavadāna]
SA_GK21_ttrkhy1u	anchor	9	609	100.0	499.0	355	128	572	Tantrākhyāyika 1
SA_GSD37_vaikhd_u	anchor	6	265	200.0	500.0	355	186	528	Vaikhānasa Dharmasūtra 1–3 [Vaikhānasa Smārtasūtra 8-10]
SA_GSP31_iskamatu	anchor	25	716	300.0	400.0	355	297	413	Sāṃkhyakārikā [Sāṃkhyasaptati]
SA_GSP28_shabara	anchor	95	331	200.0	500.0	357	193	525	Mīmāṃsāsūtra Shabara-Bhāṣya
SA_K10_jnalokau	anchor	14	440	200.0	500.0	357	195	469	Jñānālokālaṃkāra sūtra [Sarvabuddhaviṣayāvatārajñānālokālaṃkāra nāma mahāyānasūtra, Sarvabuddhaviṣayāvatārajñānalokālaṃkārasūtra]
SA_GSP33_brsvbh2u	anchor	42	981	-200.0	400.0	360	70	646	Brahmasūtra: Adhyāya 2
SA_T06_bsa022_u	anchor	1	923	300.0	499.0	361	270	443	Viṃśatikā vijñaptimātratāsiddhi [Viṃśikāvṛtti] kārikā
SA_GSP28_sabbha1u	anchor	8	357	200.0	500.0	362	195	532	Mīmāṃsāsūtrabhāṣya
SA_GS25_amark1pu	anchor	6	422	200.0	500.0	362	196	528	Nāmaliṅgānuśāsana [Amarakoṣa, Amarakośa], Kāṇḍa 1
SA_GSP33_brssgo2u	anchor	86	967	-200.0	400.0	362	82	652	Brahmasūtra: Adhyāya 2
SA_K10_bsu009_u	anchor	2	417	200.0	500.0	364	198	537	Maitreyavyākaraṇa [Maitreyavyākaraṇasūtra]
SA_T06_n1394u	anchor	56	321	350.0	380.0	365	317	414	Yogācārabhūmi
SA_T07_vakobhk	anchor	13	668	380.0	390.0	365	320	407	Abhidharmakośakārikā
SA_T06_asmahsuu	anchor	61	469	300.0	430.0	368	294	446	Mahāyānasūtrālaṃkāra
SA_K10_maivy_pu	anchor	6	478	200.0	500.0	368	197	536	Maitreyavyākaraṇa [Maitreyavyākaraṇasūtra]
SA_T06_asabhs_u	anchor	36	342	330.0	405.0	368	319	415	Abhidharmasamuccaya
SA_T11_bsa069_u	inferred	12	699			369	0	492	Tarkaśāstra
SA_K07_atrisatu	anchor	2	558	330.0	405.0	369	320	418	Triśatikāyāḥ prajñāpāramitāyāḥ kārikāsaptatiḥ [Vajracchedikāprajñāpāramitāsūtraśāstrakārikā]
SA_T06_n2994u	anchor	10	593	330.0	405.0	369	319	417	Mahāyānasaṃgraha
SA_GSP33_brsvbh1u	anchor	82	983	-200.0	400.0	370	75	656	Brahmasūtra: Adhyāya 1
SA_T06_bsa030_u	anchor	17	546	300.0	430.0	370	294	447	Mahāyānasūtrālaṃkāra
SA_GS25_amark2_u	anchor	15	530	200.0	500.0	370	208	538	Nāmaliṅgānuśāsana [Amarakoṣa, Amarakośa], Kāṇḍa 2
SA_GS25_amark3_u	anchor	11	579	200.0	500.0	375	207	542	Nāmaliṅgānuśāsana [Amarakoṣa, Amarakośa], Kāṇḍa 3
SA_K10_sjdh_u	anchor	4	738	200.0	499.0	378	208	546	Sarvajñatākāradhāraṇī [Karuṇāpuṇḍarīka(sūtra)]
SA_K10_bsu034_u	anchor	73	507	100.0	600.0	379	141	526	Samādhirājasūtra
SA_K01_vinv05_u	inferred	12	258			380	-179	928	Carmavastu
SA_GSP33_brsgor2u	anchor	55	1056	-200.0	400.0	380	96	663	Brahmasūtra: Adhyāya 2
SA_GR14_vdhapadu	anchor	167	583	200.0	500.0	381	214	548	Viṣṇudharma
SA_GSP33_brsgor3u	anchor	32	1066	-200.0	400.0	381	76	670	Brahmasūtra: Adhyāya 3
SA_K10_tbimbk_u	anchor	1	559	100.0	600.0	382	106	665	Tathāgatabimbakārāpaṇasūtra
SA_GSP33_brsgor1u	anchor	66	1055	-200.0	400.0	384	81	684	Brahmasūtra: Adhyāya 1
SA_T07_vakobha9	anchor	7	364	380.0	390.0	385	339	435	Abhidharmakośabhāṣya Chapter 9
SA_T07_vakobhau	anchor	159	447	380.0	390.0	387	337	431	Abhidharmakośabhāṣya
SA_GS39_kamasutu	anchor	27	359	350.0	425.0	388	338	435	Kāmasūtra
SA_GS39_kamasufu	anchor	30	514	350.0	425.0	389	337	436	Kāmasūtra
SA_T06_bsa065	anchor	5	262	350.0	430.0	390	341	439	Pañcaskandhaprakaraṇa
SA_T06_bsa019_u	anchor	1	674	350.0	430.0	391	343	439	Trisvabhāvanirdeśa
SA_T06_vmvkbh_u	anchor	14	536	350.0	430.0	391	342	440	Madhyāntavibhāgabhāṣya [Madhyāntavibhāgakārikābhāṣya]
SA_T04_vasbocpu	anchor	10	548	350.0	430.0	391	342	439	Bodhicittotpādasūtraśāstra
SA_T06_bsa018	anchor	1	706	350.0	430.0	391	343	440	Triṃśikāvijñaptikārikā [Triṃśikākārikā]
SA_K06_n2882u	anchor	6	525	100.0	600.0	393	132	648	Pañcaśatikāprajñāpāramitā [Pañcaśatikāprajñāpāramitāsūtra]
SA_GR14_vaimp__u	anchor	79	147	300.0	500.0	394	280	506	Vaikhānasamantrapraśna
SA_GSD36_yajn2_pu	anchor	21	560	300.0	500.0	396	290	498	Yājñavalkyasmṛti
SA_GSP31_iskgaudu	anchor	11	377	300.0	499.0	402	287	522	Sāṃkhyakārikā [Sāṃkhyasaptati]
SA_GS41_lagrvvju	anchor	1	430	300.0	499.0	402	285	522	Ṛgvedavedāṅgajyotiṣa
SA_GSP31_iskar_u	anchor	2	588	300.0	499.0	404	291	522	Sāṃkhyakārikā [Sāṃkhyasaptati]
SA_GK19_amaru_u	anchor	12	993	350.0	450.0	404	347	465	Amaruśataka
SA_GSP31_isvskaru	anchor	2	569	300.0	499.0	405	283	518	Sāṃkhyakārikā [Sāṃkhyasaptati]
SA_K06_bsu052_u	anchor	6	610	100.0	600.0	406	140	673	Saptaśatikā prajñāpāramitā [Saptaśatikaprajñāpāramitāsūtra]
SA_K10_n260u	anchor	11	360	200.0	600.0	407	192	630	Arthaviniścayasūtra
SA_T03_bsa050_u	anchor	8	583	300.0	499.0	408	296	525	Pāramitāsamāsa
SA_K10_bsu005_u	anchor	11	352	200.0	600.0	408	186	628	Arthaviniścayasūtra
SA_GP12_visnup_u	anchor	119	504	300.0	500.0	408	291	526	Viṣṇu-Purāṇa
SA_T06_vasvvmsu	anchor	3	636	350.0	430.0	409	357	507	Viṃśatikā vijñaptimātratāsiddhi [Viṃśikāvṛtti]
SA_T08_suvrnavu	anchor	23	547	300.0	499.0	410	293	521	Suvarṇavarṇāvadāna
SA_K10_srajsgiu	anchor	21	585	100.0	600.0	410	155	671	Samādhirājasūtra
SA_K10_dvtasutu	anchor	1	9	200.0	648.0	412	164	608	Devatāsūtra
SA_K14_sf259_sc	inferred	7	270			414	-186	985	
SA_T01_nagast_u	anchor	1	840	150.0	600.0	414	159	662	Acintyastava
SA_GSP31_jaymangu	anchor	21	809	300.0	499.0	415	304	531	Sāṃkhyakārikā [Sāṃkhyasaptati]
SA_GK19_kmeghvpu	anchor	3	565	380.0	455.0	418	371	465	Meghadūta
SA_GK20_ksakunpu	anchor	25	507	380.0	455.0	418	369	466	Abhijñānaśākuntala
SA_GK19_kmeghdpu	anchor	3	520	380.0	455.0	418	367	469	Meghadūta
SA_K10_bsu021_u	anchor	59	618	300.0	450.0	419	363	479	Saddharmalaṅkāvatārasūtra [Laṅkāvatārasūtra]
SA_GK19_ragh	anchor	10	466	380.0	455.0	419	369	467	Raghuvaṃśa
SA_GK19_ragh1-6u	anchor	10	463	380.0	455.0	419	369	468	Raghuvaṃśa
SA_GK19_kakumspu	anchor	13	686	380.0	455.0	419	371	469	Kumārasambhava
SA_GK19_kalrs_pu	anchor	4	817	380.0	455.0	419	371	469	Ṛtusaṃhāra
SA_GK19_meghdk_u	anchor	5	695	380.0	455.0	420	370	468	Meghadūta
SA_GK19_kragh_pu	anchor	33	731	380.0	455.0	421	372	468	Raghuvaṃśa
SA_GS26_sbhami_u	anchor	3	795	150.0	600.0	425	188	677	Āptamīmāṃsā
SA_T06_bsa073_u	anchor	21	539	350.0	499.0	428	344	516	Ratnagotravibhāga [Ratnagotravibhāga Mahāyānottaratantraśāstra, Ratnagotravibhāga-Mahāyāna-Uttaratantra, Uttaratantra]
SA_GE07_hv_apppu	anchor	244	933	-100.0	500.0	428	138	716	Harivaṃśa (appendix)
SA_GP12_mtp176pu	anchor	178	601	200.0	600.0	439	226	663	Matsya-Purāṇa
SA_T17_bsa007_u	inferred	11	330			441	-110	1001	Dharmasaṃgraha
SA_MB_pranagnihotraHK	inferred	2	248			442	-267	1168	Unknown: prāṇāgnihotra
SA_K14_bsu015_u	anchor	1	578	300.0	570.0	443	290	605	Ekādaśamukha
SA_K10_nidansyu	inferred	15	338			446	-108	983	Nidānasaṃyukta
SA_GK19_ksyadndu	anchor	1	738	400.0	499.0	451	391	510	Śyāmalādaṇḍaka
SA_T04_bsa058_u	anchor	4	547	400.0	499.0	452	395	510	Bhavasaṅkrāntiṭīkā
SA_GP12_vipce_pu	anchor	126	657	400.0	500.0	452	393	511	Viṣṇu-Purāṇa
SA_GV05_agsas_1u	anchor	6	372	300.0	600.0	453	279	626	Āgamaśāstra 1: Āgamaprakaraṇa
SA_T09_hjatm	anchor	32	727	400.0	500.0	453	394	513	Jātakamālā
SA_K01_bsa068_u	inferred	4	312			454	-175	1092	K01bsa068_u
SA_K10_sf107_sc	inferred	5	337			457	-132	1069	
SA_K10_n206u	anchor	3	632	300.0	600.0	465	296	641	Avikalpapraveśadhāraṇī [Avikalpapraveśadhāraṇīsūtra]
SA_K10_dbsu1-4u	inferred	3	371			465	-184	917	Daśabalasūtra
SA_GSD36_yssoutpu	anchor	3	366	100.0	800.0	467	113	829	Yamasmṛti
SA_T14_nagcitpu	anchor	7	667	300.0	599.0	468	304	642	Citralakṣaṇa
SA_K10_bsu019	anchor	27	591	300.0	599.0	468	299	636	Kāraṇḍavyūha Sūtra [Avalokiteśvaraguṇa-Kāraṇḍavyūha(sūtra)]
SA_GSP33_bbdip12u	anchor	29	1236	-200.0	450.0	472	154	781	Brahmasūtra: Adhyāya 1, Pāda 2
SA_K10_sf258_sc	inferred	1	331			472	-266	928	
SA_T13_n2940u	anchor	6	692	100.0	700.0	473	176	784	Triratnasaundaryagāthā
SA_GR13_pasupspu	anchor	2	97	400.0	550.0	474	388	561	Pāśupatasūtra
SA_T10_subhrk_u	anchor	6	752	300.0	600.0	474	300	648	Subhāṣitaratnakaraṇḍakathā
SA_K10_uvs_sc	inferred	16	402			476	-63	1027	
SA_K10_sf253_sc	inferred	6	359			476	-133	1065	
SA_T02_n3006u	inferred	4	359			478	-148	1131	Boudhatantrokta Siddhauṣadhi Saṅgraha
SA_K12_n221u	anchor	1	536	300.0	645.0	480	283	679	Ṣaṇmukhīdhāraṇī
SA_K14_sumagavu	inferred	9	390			482	-84	1054	Sumāgadhāvadāna
SA_GK20_sypadatu	anchor	11	538	455.0	510.0	483	433	532	Pāḍatāḍitaka
SA_GP12_mkp1-93u	anchor	98	544	200.0	700.0	483	226	741	Mārkaṇḍeya-Purāṇa
SA_GR13_pasupbhu	anchor	36	863	400.0	550.0	485	396	569	Pāśupatasūtra
SA_K12_ekmuhr_u	anchor	2	590	400.0	564.0	485	388	584	Ekādaśamukhahṛdaya
SA_K10_mahama_u	inferred	2	289			489	-221	1205	Mahāmantrānusāriṇī
SA_T01_n2925u	anchor	2	905	150.0	700.0	490	195	791	Dharmadhātustava
SA_GSP33_bbdip13u	anchor	44	1288	-200.0	450.0	493	189	795	Brahmasūtra: Adhyāya 1, Pāda 3
SA_T01_n896u	inferred	1	219			498	-311	1296	Dharmadhātuvāgīśvaramaṇḍalastotra
SA_K10_sf284_sc	inferred	1	217			498	-323	1284	
SA_K01_vinv02_u	inferred	12	433			498	-35	1049	Poṣadhavastu
SA_K14_amoghapu	anchor	3	561	400.0	587.0	499	385	604	Āmoghapāśanāmahṛdayasūtra [Āryāmoghapāśanāmahṛdayasūtra]
SA_K14_bsu002_u	anchor	3	601	400.0	587.0	499	389	603	Āmoghapāśanāmahṛdaya sūtra [Ārya amoghapāśahṛdaya nāma mahāyānasūtra]
SA_GSD36_brhasp_u	anchor	27	476	400.0	600.0	500	384	618	Bṛhaspatismṛti
SA_K10_bsu006_u	anchor	5	364	400.0	600.0	501	381	616	Ajitasenavyākaraṇa
SA_GSD36_nars2_pu	anchor	19	469	400.0	600.0	501	386	617	Nāradasmṛti
SA_K14_ajitsvyu	anchor	7	427	400.0	600.0	501	385	616	Ajitasenavyākaraṇa
SA_K14_n3013u	inferred	63	451			503	1	1007	
SA_T04_n1002u	anchor	1	935	470.0	540.0	505	456	554	Hastavālaprakaraṇavṛtti
SA_K12_bsu003_u	anchor	1	427	300.0	699.0	507	278	738	Aparimitāyuḥsūtra
SA_K12_n259u	anchor	1	435	300.0	699.0	507	275	736	Aparimitāyunāmamahāyānasūtra
SA_GSD36_katy2p_u	anchor	21	620	400.0	600.0	507	388	623	Kātyāyanasmṛti [Kātyāyanasmṛtisāroddhāra]
SA_T07_vabhdiku	anchor	12	815	450.0	600.0	508	419	604	Abhidharmadīpakārikā
SA_T06_sthtvbh	anchor	11	592	470.0	550.0	508	457	558	Triṃśikāvijñaptibhāṣya [Triṃśikābhāṣya]
SA_T07_vabhdilu	anchor	9	912	450.0	600.0	509	422	610	Abhidharmadipakārikā
SA_GSD36_narads_u	anchor	19	363	400.0	600.0	510	406	621	Nāradasmṛti
SA_GP12_sivap	anchor	245	694	400.0	600.0	511	396	625	Śiva-Purāṇa
SA_T03_bsa011_u	anchor	1	515	480.0	540.0	511	461	559	Prajñāpāramitāpiṇḍārtha
SA_T06_pskvbhu	anchor	26	616	470.0	550.0	511	462	558	Pañcaskandhakavibhāṣā
SA_MB_candrajnanaHK	inferred	3	376			511	-171	1157	Unknown: candrajñānāgama
SA_GSP34_yogasubha	anchor	7	414	375.0	650.0	511	359	673	Yogasūtrabhāṣya
SA_K12_Āgama_Mañjuśrīnāmasaṃgīti_Mukherji_1963	inferred	9	439			511	-53	1067	
SA_T11_bsa002_u	anchor	1	760	480.0	540.0	511	461	558	Ālambanaparīkṣāvṛtti
SA_MB_brahmasandhanaHK	inferred	10	435			512	-65	1080	Unknown: brahmasandhāna
SA_T17_byogalbu	anchor	14	532	300.0	699.0	512	297	728	Buddhist Yoga Manual
SA_K12_Āgama-Jayasena_Ḍākārṇavatantra-15-Ratnapadmarāganidhi_Sugiki_2022	inferred	44	451			512	-9	1024	
SA_T02_msitvatu	anchor	2	559	300.0	700.0	513	283	742	Mahāśītavatī vidyārājñī
SA_GSD36_brhasppu	anchor	27	891	400.0	600.0	515	405	631	Bṛhaspatismṛti: Vyavahārakāṇḍa
SA_K14_msudarsu	inferred	3	418			516	-135	1185	Mahāsudarśanāvadāna
SA_K14_sf273_sc	inferred	1	278			518	-270	1367	
SA_T02_Anupamarakṣita_Ṣaḍaṇgayoga-with-Guṇabharaṇī_Sferra_2000	inferred	34	464			520	3	1049	
SA_T06_abhsubhu	anchor	46	444	470.0	570.0	520	463	579	Abhidharmasamuccayabhāṣya
SA_K10_n262u	inferred	1	577			524	-200	932	Āryānityatāsūtra
SA_K10_sf101_sc	inferred	1	287			524	-298	1341	
SA_T06_-ybh-klesa	inferred	2	383			525	-191	1249	
SA_K12_dhvajkeu	anchor	1	465	400.0	654.0	527	381	677	Dhvajāgrakeyurā-dhāraṇī
SA_K14_n285u	inferred	1	297			528	-263	1334	Catuṣpariṣatsūtra
SA_T01_n898u	inferred	1	302			528	-260	1335	Vajrapāṇināmāṣṭottaraśatastotra
SA_K12_dhvajkdu	anchor	1	507	400.0	654.0	529	381	681	Dhvajāgrakeyurā-dhāraṇī
SA_T04_bsa040_u	inferred	2	403			531	-179	1242	Cittotpādasaṃvaravidhikrama
SA_GSD36_ys-78_pu	anchor	2	870	100.0	800.0	532	184	892	Yamasmṛti
SA_GP12_skp031pu	inferred	35	485			533	12	1058	
SA_K10_sf280_sc	inferred	1	290			536	-279	1326	
SA_T01_n805u	inferred	1	315			536	-255	1332	Ākāśagarbhanāmāṣṭottaraśatastotra
SA_T04_n1003u	anchor	21	706	500.0	570.0	536	489	585	Madhyamakahṛdaya
SA_GP12_vd2127_u	anchor	1	-406	400.0	699.0	537	359	706	Viṣṇudharmottara-Purāṇa: Atharvavidhikathana [Atharvavidhāna]
SA_T06_sthmavt1	anchor	12	626	510.0	570.0	540	493	589	Madhyāntavibhāgaṭīkā Chapter 1
SA_T07_nagdhdbu	inferred	1	344			540	-256	1325	Dharmadhātugarbhavivaraṇa
SA_T16_n2959u	inferred	64	496			541	25	1061	Vajrayāna darśana mīmāṁsā
SA_T06_sthmavt	anchor	43	742	510.0	570.0	541	492	590	Madhyāntavibhāgaṭīkā
SA_T06_sthmavtyg	anchor	53	704	510.0	570.0	542	492	588	Madhyāntavibhāgaṭīkā (Yamaguchi)
SA_T01_n818u	inferred	1	336			542	-263	1353	Avalokiteśvarāṣṭottaraśatanāmastotra
SA_T10_bsa067_u	inferred	1	628			543	-176	938	Bhavasaṃkrāntiparikathā
SA_T02_n2952u	inferred	61	496			545	41	1044	Bauddhadharme tathā purāṇeṣu karuṇā
SA_K12_mpratpru	anchor	12	547	400.0	693.0	548	381	716	Mahāpratisarā-vidyārājñī [Mahāpratisarādhāraṇī(sūtra)]
SA_T11_n634u	anchor	3	420	500.0	600.0	549	489	610	Nyāyapraveśakasūtra
SA_K01_n2900u	inferred	8	480			549	-43	1125	Maṃjuśrīpārājikā
SA_K10_arthaviniscaya	anchor	28	688	200.0	770.0	549	261	831	Arthaviniścayasūtra + Nibandhana
SA_T02_Candrakīrti_Vajrasattvasādhana_Luo-Tomabechi_2009	inferred	5	482			550	-56	1159	
